customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,AGE,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
799,Harland,Spilisy,U,39,,123.91,Programmer I,IT,Mass Customer,N,Yes,
800,Quint,Popov,Male,68,12/31/1978,45,Account Coordinator,Manufacturing,Mass Customer,N,No,8
801,Bertram,Linn,Male,28,10/8/1980,43,Geologist IV,n/a,Affluent Customer,N,No,20
802,Ailyn,Carberry,Female,50,2/20/1986,38,Financial Analyst,Financial Services,Mass Customer,N,No,3
803,Nina,Murcutt,Female,96,11/11/1999,24,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,3
804,Henrietta,Seater,Female,98,6/17/1999,24,Technical Writer,n/a,High Net Worth,N,Yes,1
805,Jorrie,Hanhardt,Female,48,4/19/1960,64,Electrical Engineer,Manufacturing,Mass Customer,N,No,10
806,Carter,Kaesmakers,Male,66,7/28/1992,31,Sales Representative,Retail,Mass Customer,N,Yes,7
807,Lorne,Quested,Female,48,11/25/1980,43,Safety Technician I,n/a,Affluent Customer,N,No,16
808,Nigel,Phippard,Male,21,11/21/1979,44,Social Worker,Health,High Net Worth,N,Yes,17
809,Nevsa,Washtell,Female,83,10/23/1977,46,Biostatistician III,Health,Mass Customer,N,No,18
810,Fawnia,Bartrum,Female,24,4/4/1998,26,Software Test Engineer IV,Health,Mass Customer,N,Yes,1
811,Ive,Chapelhow,Male,6,1/13/1984,40,Nurse Practicioner,n/a,Mass Customer,N,No,8
812,Coral,Dunkirk,Female,1,9/22/1989,34,,Financial Services,Mass Customer,N,No,16
813,Lisette,Nesbit,Female,12,3/21/1962,62,Account Representative III,Health,Mass Customer,N,No,14
814,Raffarty,Giacomoni,Male,60,12/23/1959,64,Analog Circuit Design manager,Manufacturing,Mass Customer,N,No,14
815,Caryn,Sampey,Female,47,7/6/1974,49,,Manufacturing,Mass Customer,N,Yes,22
816,Donni,Boor,Female,71,1/10/1957,67,Product Engineer,Manufacturing,Mass Customer,N,No,15
817,Niel,Abilowitz,Male,38,4/8/1992,32,Editor,Financial Services,Mass Customer,N,Yes,6
818,Beverie,Bosanko,Female,17,12/21/1973,50,Chemical Engineer,Manufacturing,Mass Customer,N,No,11
819,Temp,Thebeau,Male,7,7/17/1975,48,Associate Professor,Manufacturing,Affluent Customer,N,Yes,5
820,Cecilia,Chipchase,Female,12,1/6/1977,47,,Financial Services,High Net Worth,N,No,16
821,Gregoor,Aronovitz,Male,41,7/24/1981,42,Financial Analyst,Financial Services,Mass Customer,N,Yes,7
822,Ardis,Tomlett,Female,67,10/23/1974,49,Sales Associate,Health,High Net Worth,N,No,17
823,Stesha,Morecombe,Female,91,2/17/1990,34,Internal Auditor,Manufacturing,Affluent Customer,N,No,9
824,Fleurette,Whardley,Female,97,2/27/1977,47,Financial Advisor,Financial Services,Affluent Customer,N,Yes,12
825,Willis,Whyler,Male,17,8/15/1975,48,Computer Systems Analyst IV,n/a,Affluent Customer,N,Yes,16
826,Marc,Waddilove,Male,92,12/25/1998,25,Recruiting Manager,Financial Services,Mass Customer,N,Yes,1
827,Phillis,Rudwell,Female,90,5/7/1996,27,,Health,Affluent Customer,N,No,5
828,Darda,Kernocke,Female,93,12/14/1957,66,,Health,Mass Customer,N,Yes,20
829,Byran,Goodfield,Male,84,1/22/2001,23,Environmental Tech,Financial Services,High Net Worth,N,Yes,2
830,Jayson,Chilcott,Male,58,5/31/1981,42,VP Quality Control,Manufacturing,Affluent Customer,N,No,6
831,Teddy,Keijser,Male,4,4/20/1973,51,Paralegal,Financial Services,Affluent Customer,N,No,11
832,Shaun,Murphey,Male,30,11/30/1977,46,Research Assistant IV,Retail,Mass Customer,N,No,14
833,Wadsworth,Hubane,Male,9,10/3/1995,28,Safety Technician II,n/a,High Net Worth,N,Yes,4
834,Rudolf,Brandes,Male,37,4/7/1973,51,Environmental Tech,Financial Services,Mass Customer,N,No,3
835,Zachary,Matyukon,Male,85,4/22/1968,56,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,9
836,Clemence,Vautre,Female,33,4/2/1990,34,Actuary,Financial Services,Mass Customer,N,Yes,9
837,Derick,Fasler,Male,4,1/11/1957,67,Internal Auditor,n/a,Mass Customer,N,Yes,13
838,Hayden,Heersema,Male,27,2/3/1971,53,Financial Advisor,Financial Services,High Net Worth,N,No,15
839,Charis,Greaves,U,14,,123.91,Structural Analysis Engineer,IT,Mass Customer,N,Yes,
840,Chas,Carabet,Male,94,6/20/1964,59,VP Sales,Financial Services,Affluent Customer,N,Yes,19
841,Hanan,McGreay,Male,93,9/22/1966,57,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,8
842,Mahmud,Dobbson,Male,59,8/16/1999,24,Compensation Analyst,Financial Services,High Net Worth,N,No,2
843,Salomone,Sleford,Male,80,9/5/1989,34,Developer II,Manufacturing,Affluent Customer,N,Yes,9
844,Tome,Tyt,Male,13,1/13/1978,46,Nurse Practicioner,Financial Services,High Net Worth,N,No,9
845,Koressa,Maris,Female,51,12/24/1973,50,Associate Professor,Manufacturing,Mass Customer,N,No,3
846,Alvan,Rebichon,Male,60,3/25/1954,70,Geologist I,Manufacturing,Affluent Customer,N,No,17
847,Kelci,Morrison,Female,66,5/26/1991,32,Chief Design Engineer,Retail,High Net Worth,N,No,9
848,Lannie,Chat,Male,79,6/25/1979,44,VP Product Management,Manufacturing,Mass Customer,N,No,13
849,Sylvan,Capper,Male,72,9/15/1969,54,Librarian,Entertainment,Mass Customer,N,No,10
850,Nevin,Hanfrey,Male,79,9/24/2000,23,Clinical Specialist,Health,Mass Customer,N,No,1
851,Cammi,Tesmond,Female,19,12/30/1987,36,Project Manager,n/a,Affluent Customer,N,Yes,2
852,Andie,Bonney,Female,37,11/4/2000,23,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,2
853,Nolana,Rotter,Female,26,10/4/1981,42,Media Manager I,Retail,Mass Customer,N,Yes,16
854,Charisse,Thoresby,Female,35,10/24/2000,23,Marketing Manager,n/a,Affluent Customer,N,No,2
855,Bennie,Llywarch,Female,74,10/26/1974,49,General Manager,Retail,High Net Worth,N,Yes,16
856,Peyton,Monkeman,Male,63,10/1/1988,35,Quality Engineer,Financial Services,Mass Customer,N,Yes,9
857,Theo,,Female,15,8/14/1964,59,General Manager,n/a,High Net Worth,N,No,4
858,Barby,Charlwood,Female,79,6/2/1980,43,Internal Auditor,Financial Services,High Net Worth,N,Yes,9
859,Devinne,Tommeo,Female,53,8/2/1978,45,Geologist I,Financial Services,Affluent Customer,N,Yes,7
860,Ida,,Female,80,8/12/1980,43,,n/a,High Net Worth,N,Yes,7
861,Rebekah,Dmych,Female,73,5/24/1977,46,Senior Financial Analyst,Financial Services,High Net Worth,N,No,17
862,Worden,Fossitt,Male,83,12/27/1977,46,Information Systems Manager,Argiculture,High Net Worth,N,Yes,16
863,Kessiah,Logg,Female,19,9/10/1961,62,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,5
864,Regen,Nares,Male,6,3/6/1970,54,,Retail,High Net Worth,N,Yes,4
865,Germain,De la Harpe,Female,73,4/12/1965,59,Desktop Support Technician,Telecommunications,Mass Customer,N,No,19
866,Stanislaus,Gottelier,Male,28,1/5/1973,51,Associate Professor,n/a,Affluent Customer,N,Yes,14
867,Lura,MacKim,Female,12,5/10/1973,51,VP Marketing,n/a,Mass Customer,N,No,17
868,Effie,Duddy,Female,84,7/18/1979,44,VP Accounting,Financial Services,Mass Customer,N,Yes,11
869,Addia,Abels,Female,7,3/11/1984,40,Account Representative I,Financial Services,High Net Worth,N,Yes,10
870,Hugh,Wilce,Male,63,1/29/1964,60,Pharmacist,Health,Mass Customer,N,No,6
871,Janka,Yesinin,Female,40,1/20/1992,32,,n/a,Mass Customer,N,Yes,5
872,Suki,Ivachyov,Female,47,4/28/1971,53,Structural Engineer,IT,Mass Customer,N,No,13
873,Worthington,Penwarden,Male,37,12/23/1959,64,Occupational Therapist,Health,Affluent Customer,N,Yes,20
874,Howard,Oseland,Male,78,5/5/2001,22,,Health,Mass Customer,N,Yes,1
875,Caryl,Linnett,Male,34,2/23/1999,25,Recruiting Manager,Financial Services,Mass Customer,N,Yes,2
876,Neil,Jencey,Male,44,10/6/1968,55,Physical Therapy Assistant,IT,High Net Worth,N,No,19
877,Didi,Milne,Female,92,5/13/1988,35,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,3
878,Clarence,Silby,Male,31,11/1/1982,41,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,9
879,Hestia,Smetoun,Female,58,8/2/1978,45,,n/a,Mass Customer,N,No,12
880,Neely,Lundon,Female,11,12/31/1963,60,Internal Auditor,n/a,High Net Worth,N,Yes,10
881,Carmella,O' Lone,Female,82,5/7/1980,44,Information Systems Manager,n/a,High Net Worth,N,No,15
882,Esmaria,Lythgoe,Female,59,9/29/1965,58,,Property,Mass Customer,N,Yes,11
883,Lolita,Bennie,U,73,,123.91,Recruiter,IT,Mass Customer,N,Yes,
884,Pepito,Lamming,Male,11,1/30/1978,46,Web Designer IV,Property,Mass Customer,N,No,17
885,Yancey,Wivell,Male,20,11/11/1966,57,Statistician IV,Financial Services,Mass Customer,N,No,18
886,Dawna,McCullen,Female,53,11/15/1974,49,Accounting Assistant III,Health,Mass Customer,N,No,11
887,Patrizius,Hardinge,Male,55,11/17/1997,26,,Manufacturing,High Net Worth,N,No,1
888,Chickie,Gulleford,Female,62,11/10/1963,60,Accountant IV,Manufacturing,Mass Customer,N,No,10
889,Ezequiel,Coggeshall,Male,46,2/19/1967,57,Sales Representative,Retail,Affluent Customer,N,Yes,10
890,Tony,Cordsen,Female,55,2/1/1974,50,Dental Hygienist,Health,Mass Customer,N,Yes,15
891,Talbot,Andrioni,Male,21,8/6/1981,42,Occupational Therapist,Health,High Net Worth,N,Yes,9
892,Conroy,Healy,U,22,,123.91,Office Assistant II,IT,Mass Customer,N,Yes,
893,Gibby,Fearnley,Male,97,9/11/1983,40,Geologist I,IT,Mass Customer,N,No,16
894,Catie,Kibbey,Female,13,12/18/1970,53,Desktop Support Technician,Financial Services,High Net Worth,N,Yes,9
895,Juli,Curness,Female,58,9/3/1966,57,,n/a,Mass Customer,N,Yes,12
896,Idell,Belderson,Female,25,6/10/1978,45,VP Sales,n/a,Mass Customer,N,No,15
897,Pris,Fance,Female,25,1/11/1969,55,Account Executive,Manufacturing,Mass Customer,N,No,11
898,Reyna,Braizier,Female,53,8/28/1977,46,General Manager,Financial Services,Affluent Customer,N,No,16
899,Teodora,Lawling,Female,42,8/5/1963,60,Business Systems Development Analyst,Health,Affluent Customer,N,Yes,12
900,Clevey,Ivamy,Male,48,8/7/1990,33,Associate Professor,Manufacturing,Mass Customer,N,Yes,5
901,Letta,McCarter,Female,13,4/27/1975,49,,Retail,Mass Customer,N,Yes,16
902,Selene,Vasiltsov,Female,37,7/26/1989,34,Staff Scientist,Retail,Mass Customer,N,No,18
903,Hewe,Lidgley,Male,46,7/3/1961,62,,Financial Services,Mass Customer,N,No,14
904,Kariotta,Ludman,Female,51,5/6/1974,50,Database Administrator II,n/a,High Net Worth,N,Yes,11
905,Dorian,Drinkel,Female,41,2/11/1978,46,Safety Technician II,Manufacturing,Affluent Customer,N,No,12
906,Cammy,Marcroft,Male,73,12/30/1998,25,Financial Analyst,Financial Services,High Net Worth,N,Yes,3
907,Eamon,McWhin,Male,51,12/25/1978,45,Sales Associate,Property,High Net Worth,N,Yes,17
908,Carry,Tomlett,Female,86,8/28/1980,43,,Financial Services,Affluent Customer,N,Yes,17
909,Suzette,Surgison,Female,77,1/4/1960,64,Operator,n/a,High Net Worth,N,Yes,8
910,Lewes,Foulcher,Male,50,4/26/1986,38,Biostatistician I,Financial Services,Mass Customer,N,No,14
911,Marcellus,Shawcroft,Male,62,10/13/1974,49,Structural Analysis Engineer,Property,Affluent Customer,N,No,3
912,Vince,Dalmon,Male,37,7/19/1968,55,Sales Representative,Retail,Mass Customer,N,Yes,19
913,Dayle,Spearman,Female,67,10/28/2000,23,,Financial Services,Mass Customer,N,No,1
914,Marc,Egleton,Male,73,6/16/1999,24,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,2
915,Austina,Orrice,Female,17,9/7/1984,39,Budget/Accounting Analyst IV,Entertainment,Mass Customer,N,No,7
916,Joycelin,,Female,18,6/18/1991,32,Recruiter,n/a,Affluent Customer,N,No,8
917,Odo,MacKaig,Male,63,5/6/1964,60,VP Product Management,Financial Services,Mass Customer,N,No,19
918,Mahmud,Chiles,Male,73,2/26/1975,49,Internal Auditor,Health,High Net Worth,N,No,13
919,Grove,Peltzer,Male,48,7/17/1987,36,Registered Nurse,Health,Mass Customer,N,Yes,13
920,Stefano,Thornborrow,Male,89,1/19/1976,48,Software Test Engineer IV,Health,Mass Customer,N,Yes,19
921,Gretchen,Seneschal,Female,77,12/19/1979,44,Help Desk Technician,Manufacturing,Mass Customer,N,No,7
922,Bekki,Ralston,Female,52,10/10/1972,51,Operator,Financial Services,Mass Customer,N,No,19
923,Garrek,Grimwade,Male,44,6/26/1977,46,Senior Financial Analyst,Financial Services,High Net Worth,N,No,19
924,Clementius,Hambric,Male,33,11/8/1976,47,Computer Systems Analyst II,n/a,Affluent Customer,N,No,13
925,Nicko,Pembridge,Male,42,8/7/1978,45,Accountant IV,Manufacturing,Affluent Customer,N,No,16
926,Terrel,Matthisson,Male,18,10/14/1965,58,Professor,Telecommunications,Affluent Customer,N,No,10
927,Jarret,,Male,25,2/19/1966,58,Cost Accountant,Financial Services,Mass Customer,N,Yes,18
928,Porty,Clemmitt,Male,61,5/14/1973,50,Associate Professor,n/a,High Net Worth,N,Yes,18
929,Kippy,Conerding,Male,0,9/4/1965,58,Database Administrator III,Financial Services,Mass Customer,N,Yes,13
930,Evelina,Dinan,Female,86,11/10/1971,52,Executive Secretary,Retail,Mass Customer,N,Yes,8
931,Katrina,Sappson,Female,59,8/7/1999,24,Design Engineer,Manufacturing,Affluent Customer,N,Yes,1
932,Yoko,Dowrey,Female,30,7/20/1989,34,Graphic Designer,n/a,Mass Customer,N,No,18
933,Melany,L'oiseau,Female,75,5/19/1996,27,Help Desk Operator,Retail,Mass Customer,N,Yes,5
934,Marcellus,Louisot,Male,76,1/22/1996,28,Human Resources Manager,Manufacturing,Mass Customer,N,No,6
935,Aldin,Cracker,Male,76,9/12/1994,29,Marketing Manager,n/a,Mass Customer,N,Yes,3
936,Raffaello,Godleman,Male,64,5/16/1988,35,Speech Pathologist,Health,High Net Worth,N,No,3
937,Nikolos,McKyrrelly,Male,65,11/15/1985,38,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,15
938,Corabelle,,Female,18,4/6/1996,28,Technical Writer,Retail,Mass Customer,N,No,7
939,Cristian,Theodoris,Male,53,1/10/1961,63,Product Engineer,Manufacturing,Mass Customer,N,No,6
940,Marnia,Claesens,Female,3,6/16/1987,36,Administrative Officer,Manufacturing,Mass Customer,N,No,9
941,Tye,Doohan,Male,13,2/2/1995,29,Recruiting Manager,Financial Services,Affluent Customer,N,Yes,1
942,Shirley,Brook,Female,31,2/7/1974,50,Director of Sales,Financial Services,Mass Customer,N,Yes,14
943,Holly,Gamett,Male,94,9/17/1979,44,Legal Assistant,Property,Affluent Customer,N,Yes,15
944,Anderea,Dallewater,Female,53,1/12/1976,48,,Manufacturing,Mass Customer,N,No,15
945,Hebert,Bernocchi,Male,59,8/26/1998,25,Human Resources Manager,n/a,High Net Worth,N,Yes,1
946,Bettina,Farrer,Female,16,7/17/1961,62,Research Associate,Manufacturing,High Net Worth,N,No,12
947,Hyacinth,Naldrett,Female,43,3/10/1986,38,Pharmacist,Health,Mass Customer,N,No,10
948,Yardley,Argo,Male,19,8/9/1969,54,Recruiting Manager,n/a,Affluent Customer,N,No,10
949,Jarid,Grebner,Male,18,9/7/1975,48,Executive Secretary,Health,Mass Customer,N,Yes,3
950,Bret,Ivakhnov,U,24,,123.91,Recruiter,IT,High Net Worth,N,Yes,
951,Meryl,Dumbar,Male,44,9/29/1999,24,Assistant Media Planner,Entertainment,Mass Customer,N,No,1
952,Marina,Andresen,Female,34,6/13/1971,52,VP Sales,Financial Services,Affluent Customer,N,Yes,6
953,Jasmin,Brodeur,Female,16,5/23/1979,44,,n/a,Mass Customer,N,No,7
954,Alain,Immins,Male,76,2/28/1995,29,VP Quality Control,Manufacturing,Mass Customer,N,Yes,7
955,Teresina,Gibbie,Female,78,10/1/1989,34,Research Nurse,Health,Mass Customer,N,Yes,9
956,Ezechiel,Pettecrew,Male,19,9/26/1960,63,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,9
957,Jamima,Gannan,Female,80,8/20/1994,29,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7
958,Kristofor,Saulter,Male,15,1/14/1964,60,Biostatistician IV,Health,High Net Worth,N,No,18
959,Katharina,Jennins,Female,3,10/26/1986,37,Staff Scientist,n/a,Affluent Customer,N,Yes,21
960,Lannie,Crumley,Male,1,10/10/1968,55,GIS Technical Architect,Health,Mass Customer,N,Yes,12
961,Rosamund,Shelton,Female,73,8/10/1986,37,Assistant Manager,Financial Services,Mass Customer,N,No,6
962,Granger,Tuftin,Male,49,9/7/1977,46,VP Product Management,n/a,High Net Worth,N,Yes,17
963,Valery,Haresign,Female,56,7/28/1968,55,Budget/Accounting Analyst I,n/a,High Net Worth,N,Yes,16
964,Rhetta,Grellier,Female,35,1/24/1994,30,Assistant Professor,Financial Services,High Net Worth,N,No,6
965,Meggie,Whitchurch,Female,86,6/18/1997,26,Structural Engineer,Retail,High Net Worth,N,Yes,5
966,Krystyna,Linning,Female,70,11/5/1978,45,Speech Pathologist,Retail,High Net Worth,N,Yes,5
967,April,Causon,Female,44,10/4/1999,24,Sales Associate,Manufacturing,Affluent Customer,N,Yes,1
968,Wayne,Woodfin,Male,96,6/16/1955,68,Accountant IV,IT,High Net Worth,N,Yes,16
969,Jo,Mallinar,Female,20,9/19/1978,45,Health Coach IV,Health,High Net Worth,N,Yes,18
970,Kellyann,Hawton,Female,2,6/26/1980,43,VP Accounting,Financial Services,High Net Worth,N,Yes,14
971,Sarge,Lerohan,Male,11,10/25/1988,35,Geologist I,Manufacturing,High Net Worth,N,No,22
972,Dena,Crewdson,Female,81,7/23/1981,42,Project Manager,Retail,Mass Customer,N,Yes,10
973,Annabella,Hebron,Female,46,8/2/1979,44,Data Coordiator,Health,High Net Worth,N,No,15
974,Mellicent,Dollin,Female,92,6/7/1991,32,Administrative Assistant IV,n/a,Mass Customer,N,Yes,4
975,Goldarina,Rzehorz,U,26,,123.91,Automation Specialist IV,IT,Mass Customer,N,No,
976,Andonis,Slimmon,Male,10,10/21/1971,52,Graphic Designer,Financial Services,Affluent Customer,N,No,10
977,Olga,Dyke,Female,65,11/30/1959,64,Staff Accountant III,n/a,High Net Worth,N,Yes,13
978,Erena,Escalero,Female,40,1/31/1982,42,Nurse Practicioner,n/a,High Net Worth,N,No,15
979,Kayla,Falkingham,Female,42,12/25/1959,64,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,No,12
980,Max,Gronaver,Female,19,1/23/1978,46,Registered Nurse,Health,Mass Customer,N,No,8
981,Bud,Smittoune,Male,0,2/19/1973,51,,Retail,Mass Customer,N,No,11
982,Tibold,Bonwell,Male,14,2/12/1960,64,Geologist III,Health,High Net Worth,N,Yes,6
983,Shaylyn,Riggs,U,49,,123.91,,IT,Affluent Customer,N,No,
984,Luciano,Weddup,Male,89,3/25/1954,70,Programmer I,Manufacturing,Affluent Customer,N,No,16
985,Aryn,O'Halloran,Female,29,9/30/1970,53,Help Desk Operator,Retail,High Net Worth,N,No,15
986,Barnard,Stranks,Male,3,10/5/1994,29,Office Assistant I,Manufacturing,Mass Customer,N,Yes,8
987,Lars,Keher,Male,89,8/29/1974,49,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,11
988,Andree,Simonato,Female,35,1/15/1981,43,Director of Sales,Manufacturing,High Net Worth,N,No,7
989,Caralie,Morfett,Female,43,5/24/1982,41,Project Manager,Financial Services,Mass Customer,N,No,17
990,Melissa,Purple,Female,56,4/13/1976,48,Administrative Officer,Manufacturing,Mass Customer,N,Yes,14
991,Lenna,Coales,Female,11,11/29/1991,32,Financial Analyst,Financial Services,Mass Customer,N,Yes,10
992,Cordelia,Hawkeswood,Female,6,11/25/1958,65,,Property,Mass Customer,N,Yes,8
993,Reine,Semken,Female,71,2/18/1977,47,Account Coordinator,Argiculture,High Net Worth,N,No,17
994,Rhetta,Kupker,Female,62,11/14/1977,46,Librarian,Entertainment,Affluent Customer,N,Yes,5
995,Urbano,Mews,Male,16,11/12/1965,58,Information Systems Manager,Health,Mass Customer,N,Yes,19
996,Aura,Bemlott,U,67,,123.91,Assistant Manager,IT,Mass Customer,N,Yes,
997,Ambros,Kernes,Male,30,7/3/1981,42,Teacher,Telecommunications,Mass Customer,N,Yes,13
998,Petunia,Dufton,Female,66,12/13/1965,58,Speech Pathologist,Manufacturing,Affluent Customer,N,Yes,5
999,Dido,Leyburn,Female,12,4/10/1988,36,Recruiting Manager,n/a,High Net Worth,N,No,4
1000,Paulie,Castelot,Female,44,8/7/1978,45,Compensation Analyst,Financial Services,Mass Customer,N,No,11
1001,Finley,Vost,Male,63,8/27/1979,44,Recruiter,Retail,Mass Customer,N,No,14
1002,Pacorro,De Clairmont,Male,65,8/30/1978,45,Business Systems Development Analyst,n/a,Mass Customer,N,Yes,18
1003,Mariann,O'Geaney,Female,35,2/3/1968,56,Paralegal,Financial Services,High Net Worth,N,No,18
1004,Colas,Pumfrett,Male,35,7/9/1975,48,Business Systems Development Analyst,IT,High Net Worth,N,No,22
1005,Kalila,Birtwistle,Female,94,9/15/1967,56,Design Engineer,IT,High Net Worth,N,Yes,8
1006,Norbert,Gotcher,Male,15,8/10/1977,46,Quality Control Specialist,Telecommunications,Affluent Customer,N,Yes,19
1007,Cord,Warriner,Male,58,6/8/1996,27,,Retail,Mass Customer,N,No,5
1008,Lorry,Booley,Female,47,11/10/1975,48,Teacher,n/a,Mass Customer,N,No,21
1009,Nolie,Orring,Female,16,5/9/1957,67,Research Associate,Manufacturing,High Net Worth,N,Yes,13
1010,Leighton,Ebbles,Male,24,1/26/1963,61,Nurse,Financial Services,Affluent Customer,N,No,17
1011,Cymbre,Janos,Female,42,7/19/1985,38,Occupational Therapist,Health,High Net Worth,N,Yes,10
1012,Anna-diane,Preddle,Female,20,5/20/1955,68,Software Test Engineer III,n/a,High Net Worth,N,Yes,11
1013,Corissa,Zienkiewicz,Female,53,9/6/1976,47,Physical Therapy Assistant,Retail,High Net Worth,N,No,17
1014,Miller,Faloon,Male,60,10/14/1960,63,Senior Developer,Property,Mass Customer,N,Yes,8
1015,Toiboid,Sorrel,Male,7,4/1/1955,69,Web Developer I,Health,Mass Customer,N,No,17
1016,Adrian,Prettyjohns,Male,0,8/12/1959,64,Legal Assistant,IT,Mass Customer,N,Yes,17
1017,Jacquenette,Pluthero,Female,88,1/9/1979,45,Assistant Media Planner,Entertainment,High Net Worth,N,No,16
1018,Matthiew,Ferreras,Male,1,11/27/1994,29,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,7
1019,Ignazio,Milby,Male,42,11/19/1973,50,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14
1020,Natala,Thorndale,Female,29,11/10/1975,48,,IT,Affluent Customer,N,No,13
1021,Elvis,Rixon,Male,16,10/2/1977,46,Mechanical Systems Engineer,Retail,High Net Worth,N,No,7
1022,Suzann,Wilks,Female,56,3/4/1990,34,Assistant Manager,Financial Services,Affluent Customer,N,Yes,14
1023,Iseabal,Fullbrook,Female,16,7/23/1991,32,,Financial Services,Affluent Customer,N,Yes,6
1024,Rhodia,D'Onise,Female,17,6/5/1992,31,Social Worker,Health,High Net Worth,N,Yes,2
1025,Ario,Jeromson,Male,69,7/30/1997,26,Quality Engineer,IT,Mass Customer,N,Yes,5
1026,Vernon,Hakking,Male,66,7/29/1994,29,,Financial Services,Affluent Customer,N,No,4
1027,Rolando,Sherewood,Male,33,10/7/1966,57,Statistician I,Financial Services,Affluent Customer,N,No,18
1028,Thorn,Torfin,Male,10,8/11/1999,24,Project Manager,n/a,High Net Worth,N,No,1
1029,Forbes,Londors,Male,71,2/15/1997,27,VP Sales,n/a,Mass Customer,N,No,4
1030,Nariko,Dummigan,Female,9,5/5/1962,62,Food Chemist,Health,Mass Customer,N,No,5
1031,Roi,Ogden,Male,75,9/15/1983,40,Junior Executive,Manufacturing,Mass Customer,N,No,6
1032,Maribelle,Werndly,Female,36,7/18/1978,45,Executive Secretary,n/a,Mass Customer,N,Yes,18
1033,Jacob,Claringbold,Male,70,1/6/1995,29,,n/a,Affluent Customer,N,Yes,3
1034,Denney,Cretney,Male,16,5/12/1976,47,,n/a,High Net Worth,N,Yes,3
1035,Kara-lynn,Doddridge,Female,77,11/2/1976,47,Operator,Retail,Affluent Customer,N,Yes,5
1036,Randene,Ingle,Female,6,11/28/1969,54,Paralegal,Financial Services,Mass Customer,N,Yes,12
1037,Sissie,Rielly,Female,95,8/8/1956,67,Human Resources Assistant II,Financial Services,Mass Customer,N,No,10
1038,Fraser,Acome,U,57,,123.91,Engineer I,Manufacturing,Mass Customer,N,Yes,
1039,Nona,Diamant,Female,24,3/14/1975,49,,n/a,High Net Worth,N,Yes,15
1040,Jacenta,Wedlock,Female,78,3/4/1975,49,Food Chemist,Health,High Net Worth,N,No,9
1041,Free,Bonniface,Male,95,5/25/1959,64,,Property,Affluent Customer,N,No,15
1042,Isacco,Woodwind,Male,0,1/14/1976,48,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,11
1043,Giorgi,Hurford,Male,34,10/20/1986,37,Sales Associate,Financial Services,Mass Customer,N,Yes,16
1044,Frederico,Whilder,U,4,,123.91,Food Chemist,Health,High Net Worth,N,No,
1045,Aeriel,Everest,Female,88,5/8/1986,37,,Financial Services,Mass Customer,N,Yes,19
1046,Shir,Clevely,Female,0,7/23/1955,68,Budget/Accounting Analyst II,n/a,Affluent Customer,N,No,11
1047,Standford,Tanswill,Male,39,9/3/1978,45,VP Accounting,Financial Services,Affluent Customer,N,No,11
1048,Braden,Lamming,Male,99,6/8/1976,47,Internal Auditor,n/a,Affluent Customer,N,No,15
1049,Fraser,Gaenor,Male,35,3/2/1996,28,Software Consultant,Property,Mass Customer,N,No,2
1050,Marjie,Ghion,Female,7,7/29/1973,50,Software Consultant,Telecommunications,Mass Customer,N,Yes,15
1051,Xylia,Lange,Female,34,9/29/1977,46,Help Desk Technician,Property,High Net Worth,N,Yes,14
1052,Dela,Flannigan,Female,31,2/2/1986,38,Junior Executive,Financial Services,High Net Worth,N,No,3
1053,Davon,Stanyland,Male,98,5/20/1962,61,,Manufacturing,Mass Customer,N,Yes,8
1054,Natal,Matiewe,Male,27,8/9/1983,40,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,13
1055,Danell,Rose,Female,30,6/8/1988,35,Data Coordiator,Manufacturing,Mass Customer,N,No,12
1056,Kendricks,Markel,Male,96,12/18/1966,57,Software Test Engineer IV,Manufacturing,Affluent Customer,N,No,6
1057,Laryssa,Durdle,Female,73,4/6/1969,55,Registered Nurse,Health,Mass Customer,N,No,5
1058,Gretel,Gionettitti,Female,37,10/24/1987,36,Research Assistant IV,Retail,Affluent Customer,N,Yes,4
1059,Chantal,Plante,Female,68,2/16/1968,56,Account Representative III,Entertainment,High Net Worth,N,Yes,6
1060,Vanda,Boadby,Female,88,11/23/1961,62,Associate Professor,Argiculture,Affluent Customer,N,Yes,13
1061,Anderson,,Male,34,11/7/1988,35,Speech Pathologist,Financial Services,Mass Customer,N,No,19
