transaction_id,product_id,customer_id,transaction_date,Recency,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit,gender,past_3_years_bike_related_purchases,DOB,AGE,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation
989,64,499,1/8/2017,356,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,5/18/2012,872.89,Male,39,3/15/1961,63,Budget/Accounting Analyst III,Financial Services,Affluent Customer,N,No,19,,3143,VIC,Australia,7
990,43,1015,3/31/2017,274,FALSE,Approved,Solex,Standard,medium,medium,1151.96,649.49,12/4/1999,502.47,Male,7,4/1/1955,69,Web Developer I,Health,Mass Customer,N,No,17,,3024,VIC,Australia,8
991,89,2957,1/2/2017,362,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,4/20/1993,1305.25,Male,66,11/21/1969,54,Social Worker,Health,Affluent Customer,N,No,11,,2259,NSW,Australia,8
992,1,2001,5/25/2017,219,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,11/3/2000,448.68,Female,21,10/6/1977,46,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,3,,2800,NSW,Australia,4
993,15,662,6/23/2017,190,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,12/7/2005,209.84,Female,41,7/4/1967,56,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,,3084,VIC,Australia,9
994,53,640,11/13/2017,47,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,8/17/2004,509.97,Male,12,7/12/1975,48,Librarian,Entertainment,High Net Worth,N,Yes,10,,2204,NSW,Australia,9
995,3,1558,10/5/2017,86,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,5/22/2006,1702.55,Male,14,5/12/1991,32,Information Systems Manager,Financial Services,Affluent Customer,N,No,2,,2763,NSW,Australia,10
996,60,2572,3/16/2017,289,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,8/24/2011,217.51,Female,30,12/30/1980,43,Engineer III,Financial Services,Mass Customer,N,No,13,,2075,NSW,Australia,10
997,59,689,9/19/2017,102,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,5/6/1991,155.65,Male,91,5/19/1966,57,Senior Developer,Entertainment,High Net Worth,N,Yes,16,,3095,VIC,Australia,10
999,74,2217,11/18/2017,42,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,5/22/2000,827.16,Male,98,10/17/1981,42,Paralegal,Financial Services,Mass Customer,N,No,16,,4421,QLD,Australia,2
1000,79,2492,10/15/2017,76,TRUE,Approved,Solex,Touring,medium,large,2083.94,675.03,9/16/2013,1408.91,Male,35,2/1/1974,50,Design Engineer,Manufacturing,High Net Worth,N,No,9,,2770,NSW,Australia,9
1001,33,452,12/6/2017,24,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,3/16/2011,144.26,Female,22,8/11/1959,64,Account Coordinator,Property,Mass Customer,N,Yes,5,,3015,VIC,Australia,8
1002,52,906,12/14/2017,16,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,8/5/1991,957.02,Male,73,12/30/1998,25,Financial Analyst,Financial Services,High Net Worth,N,Yes,3,,3150,VIC,Australia,9
1003,93,841,5/31/2017,213,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,8/4/2007,834.94,Male,93,9/22/1966,57,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,8,,3187,VIC,Australia,11
1005,10,2850,6/10/2017,203,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,12/7/2005,1103.43,Female,74,10/13/1972,51,Director of Sales,n/a,Mass Customer,N,Yes,5,,2487,NSW,Australia,9
1006,24,495,7/29/2017,154,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,11/22/2016,957.02,Male,91,2/21/1959,65,VP Accounting,Financial Services,Mass Customer,N,Yes,6,,3185,VIC,Australia,9
1007,53,1617,12/4/2017,26,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2/9/1997,693.76,Female,97,7/6/1978,45,Compensation Analyst,Financial Services,Affluent Customer,N,No,10,,4215,QLD,Australia,8
1009,5,2897,8/24/2017,128,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,8/29/2011,114.93,Female,94,4/14/1962,62,Assistant Professor,Manufacturing,Affluent Customer,N,No,5,,3189,VIC,Australia,10
1010,84,1731,5/23/2017,221,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,12/6/2016,198.22,Female,26,3/11/1959,65,Health Coach III,Health,High Net Worth,N,Yes,19,,4161,QLD,Australia,5
1011,88,2057,6/5/2017,208,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,11/3/2000,817.36,Female,99,10/4/1959,64,Accounting Assistant IV,Manufacturing,Affluent Customer,N,Yes,15,,3182,VIC,Australia,8
1012,55,1468,7/29/2017,154,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,7/21/2003,1295.43,Female,37,1/10/1978,46,Financial Advisor,Financial Services,Mass Customer,N,No,22,,2519,NSW,Australia,9
1013,64,233,5/29/2017,215,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,5/18/2012,872.89,Male,34,8/8/1986,37,Environmental Tech,Property,Mass Customer,N,No,13,,2508,NSW,Australia,10
1014,68,50,4/27/2017,247,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,5/22/2000,1592.19,Male,38,10/1/1980,43,Account Executive,Manufacturing,Mass Customer,N,Yes,16,,2047,NSW,Australia,10
1015,35,2369,12/29/2017,1,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,3/19/2008,903.11,Female,80,10/28/1996,27,Financial Analyst,Financial Services,Mass Customer,N,Yes,1,,3219,VIC,Australia,5
1016,41,3093,5/17/2017,227,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,4/5/1996,209.84,Male,31,4/1/1992,32,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,6,,3042,VIC,Australia,9
1017,17,320,2/16/2017,317,TRUE,Approved,Solex,Standard,high,medium,1024.66,614.8,11/9/1996,409.86,Male,19,2/9/1997,27,Registered Nurse,Health,Mass Customer,N,No,4,,4701,QLD,Australia,2
1018,43,1910,12/13/2017,17,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,8/7/2004,737.57,Female,20,7/13/1959,64,Systems Administrator I,Property,High Net Worth,N,Yes,14,,2358,NSW,Australia,2
1019,88,99,9/4/2017,117,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,12/16/1998,817.36,Male,97,6/13/1998,25,VP Accounting,Financial Services,Mass Customer,N,No,3,,2160,NSW,Australia,9
1020,4,1102,2/28/2017,305,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,3/18/2003,451.65,Female,16,8/17/1976,47,Recruiting Manager,Manufacturing,Affluent Customer,N,No,15,,2647,NSW,Australia,3
1022,44,2401,12/8/2017,22,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,5/9/2011,1660.88,Male,7,7/31/1977,46,Staff Scientist,n/a,Mass Customer,N,Yes,15,,3807,VIC,Australia,6
1023,23,1395,10/4/2017,87,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,11/3/2000,817.36,Female,83,12/23/1957,66,VP Product Management,n/a,High Net Worth,N,Yes,16,,3068,VIC,Australia,5
1024,25,437,7/12/2017,171,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,6/23/1999,709.34,Male,24,8/14/1976,47,Systems Administrator III,Manufacturing,Affluent Customer,N,Yes,17,,3064,VIC,Australia,7
1025,45,2826,10/25/2017,66,FALSE,Approved,Solex,Standard,medium,medium,441.49,84.99,4/12/1993,356.5,Female,73,4/30/1962,62,Web Developer II,n/a,Mass Customer,N,No,15,,3121,VIC,Australia,10
1026,48,1184,2/22/2017,311,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,7/28/2014,812.44,Female,89,10/7/1968,55,Social Worker,Health,Mass Customer,N,No,13,,2017,NSW,Australia,9
1027,93,2032,6/23/2017,190,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1/16/2004,834.94,Male,98,9/9/1983,40,Quality Control Specialist,Property,Mass Customer,N,Yes,9,,2217,NSW,Australia,8
1028,80,2349,7/25/2017,158,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,5/18/2012,872.89,Female,23,3/5/1979,45,Executive Secretary,Telecommunications,High Net Worth,N,No,3,,2360,NSW,Australia,1
1029,17,135,1/9/2017,355,FALSE,Approved,Solex,Standard,high,medium,1024.66,614.8,11/9/1996,409.86,Female,18,1/18/1975,49,Internal Auditor,IT,Mass Customer,N,No,3,,3201,VIC,Australia,6
1030,49,2438,12/3/2017,27,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2/9/1997,133.38,Female,76,1/29/1983,41,Speech Pathologist,Manufacturing,Mass Customer,N,Yes,4,,2760,NSW,Australia,7
1031,12,160,9/28/2017,93,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,8/17/2004,1069.55,Male,5,7/15/1964,59,Registered Nurse,Health,Mass Customer,N,No,18,,2154,NSW,Australia,11
1032,11,818,10/25/2017,66,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,8/4/2007,509.97,Female,17,12/21/1973,50,Chemical Engineer,Manufacturing,Mass Customer,N,No,11,,2067,NSW,Australia,11
1033,49,934,12/30/2017,0,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,10/4/1997,133.38,Male,76,1/22/1996,28,Human Resources Manager,Manufacturing,Mass Customer,N,No,6,,2036,NSW,Australia,12
1034,16,470,3/17/2017,288,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,9/9/1994,182.81,Male,22,12/19/2001,22,Internal Auditor,Retail,Mass Customer,N,No,1,,2120,NSW,Australia,11
1035,0,667,1/7/2017,357,FALSE,Approved,Solex,Standard,medium,medium,71.49,53.62,9/15/2012,17.87,Female,62,3/19/1994,30,Payment Adjustment Coordinator,Manufacturing,High Net Worth,N,Yes,3,,2134,NSW,Australia,12
1036,7,419,9/15/2017,106,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,9/28/2004,745.94,Female,34,1/26/1981,43,VP Marketing,Manufacturing,Affluent Customer,N,No,17,,4223,QLD,Australia,8
1037,81,2100,12/12/2017,18,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,7/10/1991,64.51,Male,34,5/30/1978,45,Marketing Assistant,IT,Mass Customer,N,No,14,,3088,VIC,Australia,9
1040,38,2384,5/8/2017,236,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,8/4/2007,1702.55,Male,96,7/16/1961,62,Operator,Health,High Net Worth,N,Yes,6,,2065,NSW,Australia,9
1041,30,1607,12/29/2017,1,FALSE,Approved,Solex,Standard,high,medium,748.17,448.9,3/18/2003,299.27,Female,39,1/22/1988,36,Marketing Assistant,Retail,Mass Customer,N,Yes,15,,3809,VIC,Australia,5
1042,17,2813,6/9/2017,204,FALSE,Approved,Solex,Standard,high,medium,1024.66,614.8,5/5/2010,409.86,Female,51,9/10/1953,70,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,11,,2048,NSW,Australia,9
1043,9,2839,10/20/2017,71,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,11/7/1991,75.14,Female,12,6/7/1977,46,Assistant Media Planner,Entertainment,Mass Customer,N,No,10,,2450,NSW,Australia,7
1044,54,1839,4/1/2017,273,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,10/2/1992,1028.76,Female,60,5/8/1987,36,Internal Auditor,Entertainment,High Net Worth,N,Yes,5,,4152,QLD,Australia,8
1045,15,3324,11/29/2017,31,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,10/2/1993,209.84,Male,32,7/11/1973,50,Research Nurse,Health,Mass Customer,N,Yes,10,,3155,VIC,Australia,9
1046,67,917,6/5/2017,208,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,10/22/2005,167.21,Male,63,5/6/1964,60,VP Product Management,Financial Services,Mass Customer,N,No,19,,3188,VIC,Australia,9
1047,39,1073,4/25/2017,249,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,3/19/2008,1230.27,Female,77,2/25/1980,44,Associate Professor,n/a,Affluent Customer,N,Yes,7,,2229,NSW,Australia,10
1048,19,2759,8/16/2017,136,TRUE,Approved,OHM Cycles,Road,high,large,12.01,7.21,6/23/1999,4.8,Female,16,11/14/2001,22,Operator,Health,Affluent Customer,N,Yes,1,,3995,VIC,Australia,3
1049,97,1107,4/7/2017,267,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,11/7/1991,75.14,Female,70,7/17/1974,49,Social Worker,Health,High Net Worth,N,No,18,,2164,NSW,Australia,9
1050,6,140,1/7/2017,357,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2/7/2003,91.15,Male,9,5/20/1994,29,Programmer Analyst III,Manufacturing,Mass Customer,N,No,2,,3186,VIC,Australia,9
1051,62,686,6/26/2017,187,TRUE,Approved,Solex,Standard,high,medium,1024.66,614.8,2/4/2016,409.86,Female,60,7/17/1954,69,GIS Technical Architect,Argiculture,High Net Worth,N,Yes,5,,2481,NSW,Australia,9
1052,66,2775,12/18/2017,12,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,12/6/2016,64.93,Female,40,12/2/1966,57,Account Executive,Manufacturing,Mass Customer,N,Yes,7,,4014,QLD,Australia,8
1054,77,1129,12/4/2017,26,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,7/10/1991,445.21,Male,2,6/29/1977,46,VP Marketing,Entertainment,Mass Customer,N,Yes,9,,4226,QLD,Australia,8
1055,40,2498,12/23/2017,7,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,7/21/2003,1295.43,Female,70,2/2/1978,46,Software Test Engineer III,Retail,High Net Worth,N,No,8,,2093,NSW,Australia,11
1056,81,504,3/25/2017,280,TRUE,Approved,Solex,Standard,medium,medium,1151.96,649.49,10/1/2006,502.47,Male,93,4/25/1995,29,Environmental Tech,Manufacturing,High Net Worth,N,Yes,7,,3075,VIC,Australia,7
1057,68,1579,1/25/2017,339,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,10/24/1995,1592.19,Female,40,1/27/1978,46,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,17,,2101,NSW,Australia,10
1058,96,976,7/6/2017,177,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,10/10/2002,129.01,Male,10,10/21/1971,52,Graphic Designer,Financial Services,Affluent Customer,N,No,10,,3175,VIC,Australia,8
1059,81,564,8/16/2017,136,FALSE,Approved,Solex,Standard,medium,medium,1151.96,649.49,12/4/1999,502.47,Female,7,11/7/1983,40,Operator,Retail,High Net Worth,N,No,7,,2760,NSW,Australia,9
1060,34,235,6/7/2017,206,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,3/18/2003,309.81,Female,30,12/26/1976,47,Social Worker,Health,Mass Customer,N,No,15,,2018,NSW,Australia,8
1062,99,3020,5/13/2017,231,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2/9/1997,189.28,Male,13,12/24/1965,58,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,10,,4870,QLD,Australia,1
1063,58,533,7/8/2017,175,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,10/18/2015,771.12,Male,40,12/14/1981,42,Database Administrator III,Retail,Mass Customer,N,No,11,,2021,NSW,Australia,7
1064,38,2977,10/4/2017,87,TRUE,Approved,Solex,Standard,medium,medium,1577.53,826.51,3/16/2011,751.02,Female,28,10/16/1977,46,Community Outreach Specialist,n/a,Affluent Customer,N,No,18,,3030,VIC,Australia,4
1065,0,1173,9/1/2017,120,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2/7/2003,91.15,Female,58,3/2/1978,46,Statistician IV,Retail,High Net Worth,N,No,16,,2127,NSW,Australia,7
1066,59,727,7/27/2017,156,TRUE,Approved,Solex,Standard,medium,large,1061.56,733.58,7/20/1993,327.98,Male,98,10/10/1978,45,Senior Editor,Manufacturing,Mass Customer,N,No,3,,3551,VIC,Australia,3
1068,96,2215,12/11/2017,19,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1/16/2004,129.01,Female,50,2/20/1971,53,Structural Engineer,Financial Services,Mass Customer,N,Yes,18,,3458,VIC,Australia,6
1069,35,2302,8/31/2017,121,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,3/16/2011,903.11,Female,43,1/9/1999,25,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,4,,3804,VIC,Australia,8
1070,10,1832,7/12/2017,171,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,8/4/2007,1103.43,Female,53,11/5/1964,59,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,12,,4701,QLD,Australia,3
1071,12,1882,8/24/2017,128,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,8/17/2004,1069.55,Male,86,5/5/1964,60,Account Executive,Manufacturing,Affluent Customer,N,No,10,,2199,NSW,Australia,9
1073,80,794,4/5/2017,269,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,8/10/2015,139.23,Male,99,5/12/1955,69,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,16,,2250,NSW,Australia,3
1074,33,931,4/5/2017,269,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,5/10/1997,144.26,Female,59,8/7/1999,24,Design Engineer,Manufacturing,Affluent Customer,N,Yes,1,,3143,VIC,Australia,8
1075,11,2174,9/4/2017,117,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,5/5/2010,195.34,Male,32,9/21/1962,61,Account Executive,Argiculture,High Net Worth,N,No,11,,3429,VIC,Australia,6
1076,91,2650,3/4/2017,301,FALSE,Approved,Solex,Standard,medium,medium,100.35,75.26,1/16/2004,25.09,Female,33,8/20/1995,28,Business Systems Development Analyst,IT,Affluent Customer,N,Yes,10,,4213,QLD,Australia,8
1077,74,2359,6/10/2017,203,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,11/25/2001,812.44,Female,80,3/25/1986,38,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,7,,4825,QLD,Australia,3
1078,80,2848,5/11/2017,233,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,12/16/1998,139.23,Female,42,1/17/1967,57,Analyst Programmer,Property,Mass Customer,N,Yes,13,,3103,VIC,Australia,12
1079,0,1470,4/28/2017,246,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,9/10/2003,41.13,Male,62,12/4/1995,28,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8,,2528,NSW,Australia,8
1080,84,2134,9/19/2017,102,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,12/18/2004,75.48,Male,16,2/21/2000,24,Nurse,Manufacturing,Affluent Customer,N,No,2,,3175,VIC,Australia,3
1081,41,2911,3/22/2017,283,FALSE,Approved,Solex,Road,medium,medium,416.98,312.74,5/10/1997,104.24,Female,55,4/26/1968,56,Assistant Media Planner,Entertainment,Mass Customer,N,No,11,,3106,VIC,Australia,10
1082,72,718,9/12/2017,109,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,7/25/2004,90.1,Female,38,2/18/1978,46,Engineer I,Manufacturing,Mass Customer,N,Yes,7,,4217,QLD,Australia,11
1083,4,3252,4/11/2017,263,TRUE,Approved,Solex,Standard,medium,medium,1483.2,99.59,12/17/1998,1383.61,Female,59,6/15/1987,36,GIS Technical Architect,n/a,High Net Worth,N,Yes,14,,2089,NSW,Australia,12
1086,9,2711,10/11/2017,80,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,11/7/1991,75.14,Male,52,8/31/1970,53,Biostatistician II,Health,Affluent Customer,N,No,6,,2095,NSW,Australia,11
1087,7,806,10/21/2017,70,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,12/7/2005,745.94,Male,66,7/28/1992,31,Sales Representative,Retail,Mass Customer,N,Yes,7,,2767,NSW,Australia,9
1088,68,2678,7/21/2017,162,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,8/20/2010,1592.19,Male,33,12/30/1976,47,Sales Associate,Health,Mass Customer,N,No,11,,3191,VIC,Australia,11
1090,44,2513,8/26/2017,126,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,5/9/2011,1660.88,Male,55,7/31/1978,45,Structural Analysis Engineer,Property,Mass Customer,N,No,12,,2033,NSW,Australia,12
1091,14,2369,2/10/2017,323,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,3/12/2013,152.55,Female,80,10/28/1996,27,Financial Analyst,Financial Services,Mass Customer,N,Yes,1,,3219,VIC,Australia,5
1094,31,3247,8/8/2017,144,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,12/19/1995,57.73,Female,0,4/9/1985,39,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5,,3350,VIC,Australia,5
1095,27,2629,4/10/2017,264,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,7/12/1994,903.11,Female,60,8/13/1976,47,Engineer IV,Entertainment,High Net Worth,N,No,19,,2000,NSW,Australia,9
1096,34,3463,1/30/2017,334,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,3/18/2003,309.81,Male,7,6/15/1984,39,Compensation Analyst,Financial Services,Affluent Customer,N,No,2,,2027,NSW,Australia,11
1097,27,3034,8/1/2017,151,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,10/11/1992,110.81,Female,54,9/9/1956,67,Web Designer IV,Manufacturing,Mass Customer,N,Yes,18,,3079,VIC,Australia,6
1099,85,355,3/15/2017,290,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,7/26/1999,547.28,Female,97,6/1/1979,44,Database Administrator II,Retail,Mass Customer,N,Yes,3,,2193,NSW,Australia,8
1100,19,3115,3/20/2017,285,TRUE,Approved,OHM Cycles,Road,high,large,12.01,7.21,3/8/2009,4.8,Male,40,2/26/1981,43,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8,,3805,VIC,Australia,7
1101,17,1382,5/1/2017,243,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,4/20/1993,1305.25,Male,27,10/23/1989,34,Data Coordiator,Manufacturing,High Net Worth,N,Yes,20,,3155,VIC,Australia,8
1102,83,3257,4/24/2017,250,TRUE,Approved,Solex,Touring,medium,large,2083.94,675.03,8/25/1997,1408.91,Male,64,5/7/1980,44,Senior Editor,n/a,Mass Customer,N,Yes,10,,2322,NSW,Australia,7
1103,1,354,10/24/2017,67,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,11/14/2016,448.68,Female,87,11/26/1980,43,Legal Assistant,Property,Mass Customer,N,No,9,,2830,NSW,Australia,5
1105,0,469,2/5/2017,328,TRUE,Approved,OHM Cycles,Road,high,large,12.01,7.21,3/8/2009,4.8,Male,91,5/3/1996,28,Actuary,Financial Services,High Net Worth,N,Yes,3,,2074,NSW,Australia,12
1106,53,645,6/20/2017,193,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,8/4/2007,509.97,Male,50,4/1/1971,53,Analyst Programmer,n/a,High Net Worth,N,No,11,,3015,VIC,Australia,10
1108,58,3149,7/28/2017,155,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,12/17/1998,771.12,Female,31,9/3/1980,43,Tax Accountant,n/a,Affluent Customer,N,Yes,5,,3141,VIC,Australia,10
1109,21,565,2/22/2017,311,FALSE,Approved,Solex,Standard,medium,large,1071.23,380.74,5/7/2011,690.49,Male,30,10/2/1959,64,Civil Engineer,Manufacturing,Mass Customer,N,Yes,16,,2065,NSW,Australia,8
1110,80,1573,5/11/2017,233,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,9/16/2013,139.23,Female,48,7/5/1994,29,Web Designer I,Property,Mass Customer,N,Yes,4,,2121,NSW,Australia,12
1111,45,1421,7/16/2017,167,TRUE,Approved,Solex,Standard,medium,medium,441.49,84.99,4/12/1993,356.5,Female,74,4/14/1956,68,Senior Editor,Property,Mass Customer,N,No,20,,2765,NSW,Australia,10
1112,74,1726,9/4/2017,117,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,7/28/2014,812.44,Female,41,8/6/1973,50,Junior Executive,Financial Services,High Net Worth,N,No,11,,2203,NSW,Australia,10
1113,85,990,12/19/2017,11,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,8/25/1997,547.28,Female,56,4/13/1976,48,Administrative Officer,Manufacturing,Mass Customer,N,Yes,14,,2560,NSW,Australia,7
1114,60,2796,2/25/2017,308,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,8/24/2011,217.51,Female,52,11/1/1977,46,Web Designer II,Manufacturing,Mass Customer,N,No,9,,2343,NSW,Australia,2
1115,23,2759,3/27/2017,278,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,10/2/1993,75.75,Female,16,11/14/2001,22,Operator,Health,Affluent Customer,N,Yes,1,,3995,VIC,Australia,3
1116,89,1508,8/28/2017,124,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,3/29/2016,1305.25,Male,80,8/28/1986,37,Clinical Specialist,Health,Affluent Customer,N,Yes,11,,2232,NSW,Australia,10
1117,14,1634,12/1/2017,29,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,8/5/2003,152.55,Female,20,8/31/1970,53,Director of Sales,Manufacturing,Affluent Customer,N,No,12,,2138,NSW,Australia,11
1119,5,1275,4/11/2017,263,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,12/16/1998,114.93,Female,70,1/10/1966,58,General Manager,Health,Mass Customer,N,Yes,8,,4511,QLD,Australia,2
1121,27,1729,3/4/2017,301,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,7/12/1994,903.11,Female,37,11/16/1987,36,Mechanical Systems Engineer,Argiculture,High Net Worth,N,No,7,,2153,NSW,Australia,10
1122,0,1147,6/11/2017,202,FALSE,Approved,Solex,Standard,medium,medium,71.49,53.62,3/3/2014,17.87,Male,71,7/9/1968,55,Health Coach II,Entertainment,High Net Worth,N,Yes,9,,2768,NSW,Australia,9
1123,25,166,2/1/2017,332,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2/4/2016,709.34,Male,54,6/12/1955,68,Structural Analysis Engineer,Manufacturing,Affluent Customer,N,No,6,,4300,QLD,Australia,4
1124,36,1930,8/9/2017,143,TRUE,Approved,Solex,Standard,low,medium,1289.85,74.51,12/11/2007,1215.34,Male,27,6/14/1996,27,Speech Pathologist,Manufacturing,High Net Worth,N,No,3,,3380,VIC,Australia,1
1125,41,1273,4/7/2017,267,TRUE,Approved,Solex,Road,medium,medium,416.98,312.74,6/23/1999,104.24,Male,48,7/31/1974,49,General Manager,Financial Services,Affluent Customer,N,Yes,14,,4503,QLD,Australia,2
